<<<<<<< HEAD
,Article identifier (PMID),DrugProt relation,Interactor argument 1,Interactor argument 2
14373,23361846,11,T1,T32
14374,23361846,11,T7,T25
14375,23361846,11,T7,T26
14376,23361846,11,T2,T30
14377,23361846,11,T2,T31
14378,23361846,11,T2,T32
14379,23361846,8,T9,T27
14380,23361846,11,T8,T25
14381,23361846,11,T8,T26
14382,23361846,11,T6,T23
14383,23361846,11,T1,T24
14384,23361846,11,T2,T24
14385,10449190,10,T17,T31
14386,10449190,1,T7,T24
14387,10449190,1,T18,T32
14388,10449190,1,T19,T32
14389,10449190,1,T21,T32
14390,10449190,1,T2,T32
14391,10449190,1,T3,T23
14392,10449190,1,T4,T23
14393,10449190,1,T5,T23
14394,10449190,1,T6,T23
14395,10449190,1,T8,T25
14396,10449190,1,T9,T25
14397,10449190,1,T10,T25
14398,10449190,1,T11,T27
14399,17234158,6,T9,T25
14400,17234158,6,T1,T11
14401,17234158,6,T2,T11
14402,17234158,6,T3,T11
14403,17234158,6,T5,T17
14404,17234158,6,T5,T18
14405,17234158,8,T5,T19
14406,17234158,8,T5,T20
14407,17234158,8,T5,T21
14408,17234158,6,T5,T19
14409,17234158,6,T5,T20
14410,17234158,6,T5,T21
14411,17234158,6,T6,T22
14412,17234158,8,T6,T23
14413,17234158,6,T4,T12
14414,17234158,6,T4,T14
14415,23334403,4,T5,T22
14416,16292755,6,T10,T31
14417,16292755,6,T11,T31
14418,16292755,0,T15,T35
14419,16292755,7,T15,T32
14420,16292755,7,T15,T33
14421,16292755,7,T15,T34
14422,16292755,8,T16,T36
14423,16292755,8,T17,T36
14424,16292755,0,T19,T37
14425,16292755,6,T2,T27
14426,16292755,6,T2,T28
14427,16292755,6,T4,T30
14428,23628333,8,T4,T11
14429,23628333,8,T3,T9
14430,23628333,8,T3,T10
14431,23628333,5,T1,T6
14432,2986673,5,T16,T30
14433,2986673,5,T16,T31
14434,2986673,5,T8,T25
14435,2986673,5,T8,T26
14436,2986673,5,T8,T17
14437,2986673,5,T7,T20
14438,2986673,5,T7,T21
14439,2986673,5,T7,T22
14440,2986673,5,T7,T23
14441,2986673,5,T12,T27
14442,2986673,5,T5,T18
14443,2986673,8,T13,T28
14444,2986673,8,T13,T29
14445,22935616,9,T3,T48
14446,22935616,9,T4,T48
14447,16855072,8,T10,T18
14448,16855072,8,T1,T13
14449,16855072,8,T2,T13
14450,16855072,8,T1,T17
14451,16855072,8,T2,T17
14452,16855072,8,T6,T14
14453,16855072,7,T6,T15
14454,16855072,7,T6,T16
14455,16855072,8,T9,T11
14456,16855072,7,T9,T12
14457,23532897,9,T4,T16
14458,23532897,9,T4,T17
14459,10667230,8,T4,T13
14460,10667230,8,T2,T10
14461,10667230,8,T3,T10
14462,10667230,8,T5,T16
14463,10667230,8,T5,T17
14464,23403092,0,T9,T20
14465,23403092,0,T2,T11
14466,9614060,11,T9,T30
14467,9614060,11,T4,T16
14468,9614060,11,T5,T17
14469,9614060,11,T5,T18
14470,9614060,11,T5,T19
14471,9614060,11,T5,T20
14472,9614060,11,T8,T24
14473,9614060,11,T2,T13
14474,23386703,8,T15,T26
14475,23386703,8,T1,T16
14476,23386703,8,T1,T17
14477,23386703,11,T2,T19
14478,23386703,11,T2,T18
14479,17372252,9,T2,T13
14480,11237340,11,T11,T19
14481,11237340,10,T12,T19
14482,23489521,7,T1,T2
14483,11916794,8,T24,T32
14484,11916794,5,T26,T32
14485,11916794,8,T18,T31
14486,11916794,11,T19,T31
14487,11916794,8,T4,T27
14488,11916794,5,T6,T27
14489,11916794,8,T7,T29
14490,11916794,5,T9,T29
14491,23316965,8,T1,T7
14492,17194886,6,T4,T19
14493,2506486,8,T9,T37
14494,2506486,8,T9,T38
14495,2506486,8,T10,T39
14496,2506486,8,T11,T40
14497,2506486,8,T11,T41
14498,2506486,8,T13,T42
14499,2506486,11,T1,T36
14500,2506486,10,T31,T36
14501,17408613,4,T21,T30
14502,17408613,4,T12,T26
14503,17408613,8,T16,T27
14504,17408613,8,T16,T28
14505,17408613,8,T18,T29
14506,17408613,4,T6,T23
14507,23414292,9,T17,T26
14508,23414292,9,T17,T27
14509,16373326,9,T11,T28
14510,16373326,11,T13,T30
14511,16373326,11,T14,T30
14512,16373326,11,T15,T30
14513,16373326,11,T16,T30
14514,16373326,11,T4,T20
14515,16373326,11,T5,T23
14516,16373326,11,T6,T23
14517,16373326,11,T7,T23
14518,20193764,8,T6,T15
14519,20193764,8,T7,T15
14520,20193764,8,T8,T15
14521,23411235,6,T10,T16
14522,23620199,8,T5,T14
14523,23572520,9,T13,T21
14524,23572520,9,T9,T18
14525,23572520,9,T2,T15
14526,17361331,8,T1,T24
14527,17361331,8,T1,T14
14528,23260346,8,T1,T10
14529,23260346,8,T4,T17
14530,23260346,8,T5,T17
14531,11716850,7,T1,T62
14532,11716850,7,T15,T62
14533,11716850,8,T33,T56
14534,11716850,8,T33,T57
14535,11716850,8,T1,T42
14536,11716850,8,T15,T42
14537,11716850,8,T34,T63
14538,11716850,8,T34,T64
14539,11716850,8,T34,T65
14540,11716850,8,T34,T66
14541,11716850,8,T34,T67
14542,11716850,8,T34,T68
14543,11716850,5,T35,T69
14544,11716850,5,T36,T69
14545,11716850,5,T37,T69
14546,11716850,5,T35,T43
14547,11716850,5,T36,T43
14548,11716850,5,T37,T43
14549,11716850,5,T4,T43
14550,11716850,5,T5,T43
14551,11716850,5,T6,T43
14552,11716850,5,T2,T43
14553,11716850,5,T7,T43
14554,19822896,5,T1,T11
14555,19822896,5,T1,T12
14556,17341305,6,T3,T25
14557,17341305,6,T3,T26
14558,17341305,7,T4,T27
14559,3828735,8,T9,T23
14560,3828735,7,T5,T16
14561,23325562,0,T16,T43
14562,23325562,0,T16,T44
14563,23325562,0,T13,T37
14564,23325562,0,T13,T38
14565,23325562,0,T13,T39
14566,23325562,9,T14,T39
14567,23325562,8,T15,T40
14568,23325562,8,T15,T41
14569,23325562,8,T1,T42
14570,23325562,8,T2,T18
14571,23325562,7,T3,T19
14572,23325562,7,T3,T20
14573,23325562,8,T4,T21
14574,23325562,8,T4,T22
14575,23325562,7,T4,T24
14576,23325562,7,T5,T24
14577,23325562,0,T6,T25
14578,23325562,0,T6,T26
14579,23325562,6,T1,T20
14580,23325562,6,T2,T20
14581,23325562,0,T5,T21
14582,23325562,0,T5,T22
14583,23325562,6,T5,T24
14584,23075005,8,T9,T19
14585,23075005,8,T4,T18
14586,23075005,11,T2,T10
14587,23075005,11,T2,T11
14588,23075005,11,T2,T12
14589,23075005,11,T2,T13
14590,17292977,7,T3,T11
14591,16368818,8,T12,T17
14592,16368818,8,T12,T18
14593,16368818,8,T1,T17
14594,16368818,8,T1,T18
14595,16368818,8,T2,T17
14596,16368818,8,T2,T18
14597,16368818,8,T3,T17
14598,16368818,8,T3,T18
14599,16368818,8,T4,T17
14600,16368818,8,T4,T18
14601,16368818,10,T13,T19
14602,23334943,8,T3,T6
14603,23334943,8,T4,T6
14604,23581551,8,T9,T22
14605,23581551,8,T1,T12
14606,23581551,8,T1,T13
14607,23581551,8,T1,T14
14608,23581551,8,T3,T15
14609,23581551,11,T4,T16
14610,23581551,8,T6,T19
14611,23581551,8,T7,T19
14612,23581551,8,T8,T19
14613,23581551,8,T6,T21
14614,23581551,8,T7,T21
14615,23581551,8,T8,T21
14616,23581551,10,T5,T20
14617,23581551,10,T5,T10
14618,2828423,5,T3,T14
14619,16010590,8,T29,T53
14620,16010590,8,T29,T54
14621,16010590,5,T29,T55
14622,16010590,8,T37,T56
14623,16010590,8,T38,T56
14624,16010590,8,T39,T56
14625,16010590,8,T40,T56
14626,16010590,8,T41,T56
14627,16010590,8,T15,T49
14628,16010590,8,T16,T49
14629,16010590,8,T17,T49
14630,16010590,8,T18,T49
14631,16010590,8,T19,T50
14632,16010590,8,T20,T50
14633,16010590,8,T21,T50
14634,16010590,8,T22,T50
14635,16010590,8,T25,T51
14636,16010590,8,T26,T52
14637,16010590,8,T26,T51
14638,18381445,7,T5,T29
14639,18381445,8,T5,T30
14640,18381445,8,T1,T9
14641,18381445,5,T3,T17
14642,18381445,8,T4,T18
14643,23523950,7,T28,T55
14644,23523950,7,T17,T46
14645,23523950,0,T17,T47
14646,23523950,0,T17,T48
14647,23523950,11,T18,T49
14648,23523950,7,T19,T50
14649,23523950,8,T24,T53
14650,23523950,4,T26,T54
14651,23523950,6,T24,T30
14652,23523950,6,T26,T30
14653,23523950,8,T4,T33
14654,23523950,8,T4,T31
14655,23523950,8,T9,T35
14656,23523950,8,T10,T36
14657,23523950,7,T11,T37
14658,23523950,7,T12,T38
14659,23523950,6,T9,T37
14660,23523950,6,T10,T37
14661,23523950,6,T9,T38
14662,23523950,6,T10,T38
14663,23408116,11,T3,T20
14664,23408116,11,T3,T21
14665,23408116,11,T12,T24
14666,23159790,9,T3,T15
14667,23159790,9,T4,T15
14668,23159790,9,T5,T15
14669,23159790,9,T7,T20
14670,23145773,8,T7,T22
14671,23145773,8,T1,T9
14672,23145773,8,T5,T11
14673,8052854,8,T1,T9
14674,8052854,8,T2,T9
14675,8052854,8,T3,T14
14676,8052854,8,T4,T14
14677,8052854,8,T3,T15
14678,8052854,8,T4,T15
14679,20151072,1,T8,T11
14680,20151072,1,T2,T10
14681,23042730,8,T6,T25
14682,23042730,0,T9,T27
14683,23169608,10,T2,T22
14684,23169608,10,T2,T23
14685,23169608,11,T3,T25
14686,23169608,11,T3,T26
14687,23169608,11,T3,T27
14688,16966686,7,T9,T20
14689,16966686,7,T10,T24
14690,23633618,5,T6,T11
14691,23633618,5,T5,T8
14692,23633618,5,T3,T10
14693,15494548,8,T15,T32
14694,15494548,8,T15,T33
14695,15494548,10,T10,T29
14696,15494548,8,T16,T39
14697,15494548,8,T17,T39
14698,15494548,8,T18,T39
14699,15494548,8,T19,T39
14700,15494548,5,T20,T40
14701,15494548,5,T3,T22
14702,15494548,5,T4,T22
14703,15494548,5,T5,T22
14704,15494548,5,T6,T22
14705,15494548,8,T7,T24
14706,15494548,8,T9,T26
14707,15494548,8,T9,T27
14708,15494548,8,T9,T28
14709,10688973,5,T4,T31
14710,10688973,1,T5,T32
14711,10688973,5,T7,T33
14712,10688973,2,T6,T33
14713,10688973,1,T11,T35
14714,10688973,1,T11,T36
14715,10688973,4,T12,T37
14716,10688973,4,T12,T14
14717,10688973,1,T1,T15
14718,10688973,4,T2,T16
14719,10688973,1,T2,T19
14720,10688973,1,T8,T36
14721,10688973,1,T9,T36
14722,10688973,1,T10,T36
14723,23416143,7,T10,T23
14724,23416143,7,T10,T24
14725,23416143,0,T16,T18
14726,23416143,0,T16,T19
14727,23416143,0,T16,T20
14728,16530878,10,T7,T22
14729,16530878,10,T13,T25
14730,16530878,5,T14,T25
14731,16530878,10,T16,T26
14732,9677387,11,T2,T19
14733,9677387,11,T2,T20
14734,9677387,10,T3,T19
14735,9677387,10,T3,T20
14736,16437532,8,T11,T39
14737,16437532,8,T12,T39
14738,16437532,8,T15,T39
14739,16437532,8,T11,T40
14740,16437532,8,T12,T40
14741,16437532,8,T15,T40
14742,12545144,0,T8,T17
14743,11986668,6,T11,T21
14744,11986668,6,T8,T19
14745,11986668,6,T9,T20
14746,23220413,7,T3,T13
14747,23220413,7,T3,T14
14748,23220413,7,T3,T15
14749,23220413,7,T3,T16
14750,23220413,7,T3,T17
14751,23220413,7,T3,T18
14752,17290783,11,T2,T9
14753,17290783,10,T3,T9
14754,23604720,8,T9,T18
14755,23604720,8,T9,T19
14756,23604720,8,T10,T11
14757,8755512,5,T7,T14
14758,8755512,6,T7,T15
14759,8755512,8,T2,T10
14760,8755512,5,T5,T13
14761,8755512,6,T6,T8
14762,23117790,4,T8,T26
14763,23117790,4,T7,T26
14764,23117790,6,T3,T14
14765,10531013,8,T6,T13
14766,10531013,8,T6,T14
14767,10531013,8,T5,T12
14768,10531013,8,T5,T11
14769,10531013,8,T5,T10
14770,10531013,8,T1,T8
14771,10531013,8,T1,T7
14772,10531013,8,T2,T9
14773,12041787,5,T7,T25
14774,12041787,5,T3,T20
14775,12041787,5,T3,T21
14776,23353756,5,T1,T10
14777,23353756,5,T1,T11
14778,17929114,8,T34,T57
14779,17929114,8,T34,T58
14780,17929114,8,T34,T56
14781,17929114,8,T20,T48
14782,17929114,8,T20,T49
14783,17929114,8,T21,T48
14784,17929114,8,T22,T48
14785,17929114,8,T21,T49
14786,17929114,8,T22,T49
14787,17929114,8,T27,T55
14788,17929114,8,T27,T54
14789,17929114,8,T28,T35
14790,17929114,8,T28,T36
14791,17929114,8,T29,T35
14792,17929114,8,T29,T36
14793,17929114,8,T30,T35
14794,17929114,8,T30,T36
14795,17929114,8,T31,T35
14796,17929114,8,T31,T36
14797,17929114,8,T32,T35
14798,17929114,8,T32,T36
14799,17929114,8,T1,T35
14800,17929114,8,T1,T36
14801,17929114,8,T2,T35
14802,17929114,8,T2,T36
14803,17929114,8,T3,T35
14804,17929114,8,T3,T36
14805,17929114,8,T4,T35
14806,17929114,8,T4,T36
14807,17929114,8,T16,T44
14808,17929114,8,T17,T44
14809,17929114,8,T18,T45
14810,17929114,8,T18,T46
14811,17929114,5,T10,T37
14812,17194211,10,T2,T37
14813,17194211,11,T9,T28
14814,17194211,11,T10,T28
14815,17194211,10,T11,T28
14816,17567713,0,T2,T14
14817,17567713,0,T3,T14
14818,17567713,0,T4,T14
14819,17567713,0,T10,T16
14820,17567713,0,T11,T16
14821,20059984,0,T1,T27
14822,20059984,11,T7,T28
14823,23411241,0,T5,T17
14824,23411241,0,T5,T18
14825,23411241,0,T5,T19
14826,23411241,8,T11,T20
14827,23411241,8,T11,T21
14828,17463174,10,T1,T7
14829,17463174,10,T1,T11
14830,17463174,8,T5,T12
14831,23500491,5,T3,T21
14832,23500491,5,T4,T21
14833,23500491,5,T5,T21
14834,23500491,5,T6,T23
14835,23641955,4,T6,T14
14836,23641955,11,T6,T10
14837,23641955,11,T6,T11
14838,23641955,11,T7,T17
14839,23641955,11,T8,T17
14840,23641955,11,T2,T13
14841,2087492,4,T7,T15
14842,2087492,4,T7,T16
14843,10200320,8,T10,T33
14844,10200320,8,T15,T34
14845,10200320,6,T15,T35
14846,10200320,5,T1,T22
14847,10200320,8,T4,T27
14848,10200320,8,T5,T28
14849,10200320,8,T11,T33
14850,23115325,0,T22,T39
14851,23115325,0,T23,T39
14852,23115325,0,T9,T32
14853,23115325,0,T9,T33
14854,17353509,7,T2,T12
14855,17353509,7,T2,T13
14856,17353509,8,T3,T15
14857,17353509,0,T4,T16
14858,17353509,8,T3,T16
14859,9581512,8,T18,T38
14860,9581512,8,T7,T30
14861,9581512,8,T7,T35
14862,9581512,8,T7,T21
14863,9581512,8,T7,T22
14864,9581512,8,T7,T23
14865,9581512,8,T7,T26
14866,9581512,8,T7,T24
14867,9581512,8,T7,T25
14868,9581512,8,T7,T27
14869,9581512,8,T7,T28
14870,9581512,8,T7,T29
14871,9581512,8,T13,T36
14872,9581512,8,T14,T36
14873,9581512,8,T1,T19
14874,9581512,8,T1,T20
14875,9581512,8,T12,T34
14876,9581512,8,T11,T32
14877,9581512,8,T11,T33
14878,9622938,9,T7,T14
14879,9622938,9,T6,T12
14880,9622938,11,T2,T11
14881,9622938,11,T2,T13
14882,9622938,10,T3,T11
14883,9622938,10,T3,T13
14884,9622938,10,T4,T11
14885,9622938,10,T4,T13
14886,9622938,10,T5,T11
14887,9622938,10,T5,T13
14888,23603382,6,T9,T18
14889,23603382,7,T9,T17
14890,23603382,7,T9,T16
14891,23603382,7,T9,T15
14892,23603382,6,T10,T18
14893,23603382,6,T10,T17
14894,23603382,6,T10,T16
14895,23603382,6,T10,T15
14896,23603382,7,T12,T20
14897,23603382,7,T12,T19
14898,15899831,8,T12,T26
14899,15899831,8,T12,T27
14900,15899831,8,T5,T20
14901,15899831,8,T6,T20
14902,15899831,5,T7,T20
14903,15899831,8,T5,T21
14904,15899831,8,T6,T21
14905,15899831,5,T7,T21
14906,15899831,8,T9,T23
14907,15899831,8,T9,T24
14908,15899831,8,T3,T15
14909,6706930,8,T2,T27
14910,6706930,8,T2,T28
14911,6706930,11,T1,T39
14912,6706930,5,T4,T39
14913,6706930,11,T13,T38
14914,6706930,5,T2,T29
14915,6706930,10,T6,T35
14916,11054378,8,T19,T49
14917,11054378,8,T13,T35
14918,11054378,0,T16,T41
14919,11054378,0,T16,T42
14920,11054378,8,T17,T41
14921,11054378,8,T17,T42
14922,11054378,8,T17,T44
14923,11054378,8,T17,T45
14924,11054378,8,T17,T46
14925,11054378,8,T17,T47
14926,11054378,8,T17,T48
14927,11054378,8,T18,T20
14928,11054378,8,T18,T21
14929,11054378,8,T18,T22
14930,11054378,8,T18,T23
14931,11054378,8,T7,T28
14932,11054378,8,T10,T30
14933,11054378,8,T10,T31
14934,16625817,8,T6,T13
14935,16625817,8,T7,T13
14936,16625817,1,T4,T9
14937,17325510,8,T3,T31
14938,17325510,0,T17,T41
14939,17325510,8,T8,T32
14940,17325510,8,T8,T33
14941,17325510,8,T8,T34
14942,17325510,8,T8,T35
14943,17325510,8,T8,T36
14944,17325510,8,T10,T38
14945,17325510,8,T11,T38
14946,17325510,9,T15,T39
14947,17325510,9,T15,T40
14948,17325510,5,T13,T39
14949,17325510,5,T13,T40
14950,11040230,8,T1,T16
14951,11040230,8,T1,T14
14952,11040230,8,T1,T15
14953,11078056,10,T6,T25
14954,11078056,8,T8,T29
14955,11078056,8,T9,T29
14956,11078056,8,T10,T29
14957,11078056,8,T8,T30
14958,11078056,8,T9,T30
14959,11078056,8,T10,T30
14960,11078056,8,T11,T33
14961,11078056,8,T12,T33
14962,11078056,8,T13,T33
14963,11078056,8,T1,T33
14964,11078056,8,T2,T33
14965,11078056,8,T11,T14
14966,11078056,8,T12,T14
14967,11078056,8,T13,T14
14968,11078056,8,T1,T14
14969,11078056,8,T2,T14
14970,11078056,8,T3,T16
14971,11078056,6,T5,T21
14972,23337530,8,T11,T26
14973,23337530,8,T4,T19
14974,23337530,8,T9,T25
14975,23337530,6,T10,T13
14976,23337530,8,T10,T14
14977,23337530,8,T10,T15
14978,23194525,0,T2,T25
14979,23194525,0,T2,T26
14980,23194525,0,T2,T27
14981,23194525,0,T2,T28
14982,16722247,11,T1,T13
14983,16722247,11,T2,T13
14984,16722247,11,T3,T10
14985,16722247,9,T5,T16
14986,16722247,9,T6,T17
14987,6621777,11,T23,T26
14988,10373451,11,T20,T37
14989,10373451,11,T21,T37
14990,10373451,9,T5,T28
14991,10373451,9,T4,T28
14992,10373451,9,T1,T28
14993,10373451,9,T2,T28
14994,10373451,11,T6,T29
14995,10373451,11,T7,T29
14996,10373451,8,T10,T31
14997,10373451,11,T20,T36
14998,10373451,11,T21,T36
14999,9625809,8,T1,T28
15000,9625809,8,T1,T29
15001,23050902,7,T5,T35
15002,23050902,7,T6,T28
15003,23050902,7,T6,T34
15004,23050902,7,T17,T47
15005,23050902,7,T8,T37
15006,23050902,7,T12,T40
15007,23050902,7,T13,T40
15008,23050902,7,T14,T44
15009,23050902,7,T14,T45
15010,23050902,7,T14,T46
15011,23050902,7,T16,T20
15012,23050902,7,T16,T21
15013,23050902,7,T1,T23
15014,23050902,7,T2,T24
15015,23050902,7,T2,T25
15016,23050902,7,T2,T26
15017,23050902,7,T2,T27
15018,23050902,7,T3,T29
15019,23050902,7,T3,T30
15020,23050902,7,T3,T31
15021,23050902,7,T3,T32
15022,19119014,8,T1,T36
15023,19119014,8,T1,T24
15024,19119014,8,T1,T26
15025,19119014,8,T7,T36
15026,19119014,8,T8,T36
15027,19119014,8,T9,T36
15028,19119014,8,T7,T24
15029,19119014,8,T8,T24
15030,19119014,8,T9,T24
15031,19119014,8,T7,T26
15032,19119014,8,T8,T26
15033,19119014,8,T9,T26
15034,19119014,8,T12,T30
15035,19119014,8,T11,T30
15036,19119014,8,T10,T30
15037,19119014,8,T13,T30
15038,19119014,5,T18,T35
15039,19119014,5,T19,T35
15040,19119014,5,T2,T35
15041,19119014,5,T3,T25
15042,19119014,5,T4,T27
15043,20980153,5,T11,T20
15044,20980153,5,T12,T20
15045,20980153,5,T5,T14
15046,20980153,5,T6,T14
15047,20980153,5,T7,T14
15048,20980153,5,T8,T14
15049,20980153,5,T9,T14
15050,20980153,5,T5,T15
15051,20980153,5,T6,T15
15052,20980153,5,T7,T15
15053,20980153,5,T8,T15
15054,20980153,5,T9,T15
15055,20980153,5,T5,T17
15056,20980153,5,T6,T17
15057,20980153,5,T7,T17
15058,20980153,5,T8,T17
15059,20980153,5,T9,T17
15060,20980153,5,T5,T19
15061,20980153,5,T6,T19
15062,20980153,5,T7,T19
15063,20980153,5,T8,T19
15064,20980153,5,T9,T19
15065,15814851,11,T17,T29
15066,15814851,11,T17,T22
15067,15814851,10,T1,T29
15068,15814851,10,T1,T22
15069,15814851,10,T10,T29
15070,15814851,10,T10,T22
15071,15814851,10,T7,T26
15072,15814851,10,T8,T27
15073,15814851,10,T9,T27
15074,15814851,8,T14,T28
15075,15814851,8,T15,T28
15076,15814851,8,T16,T28
15077,15814851,8,T18,T28
15078,15814851,8,T19,T30
15079,15814851,8,T20,T31
15080,15814851,8,T2,T21
15081,15814851,8,T3,T21
15082,15814851,8,T4,T21
15083,22722028,8,T9,T16
15084,22722028,8,T9,T17
15085,22722028,8,T1,T10
15086,22722028,1,T2,T11
15087,22722028,1,T2,T12
15088,22722028,0,T4,T13
15089,22722028,0,T5,T13
15090,23449197,8,T7,T16
15091,23449197,8,T8,T16
15092,23449197,8,T1,T9
15093,23449197,8,T6,T9
15094,23449197,8,T1,T10
15095,23449197,8,T1,T11
15096,23449197,8,T6,T10
15097,23449197,8,T6,T11
15098,11669456,11,T23,T47
15099,11669456,11,T3,T36
15100,11669456,11,T3,T37
15101,11669456,11,T3,T38
15102,11669456,11,T3,T39
15103,11669456,11,T4,T40
15104,11669456,11,T11,T41
15105,11669456,11,T11,T42
15106,11669456,8,T5,T41
15107,11669456,8,T6,T41
15108,11669456,8,T7,T41
15109,11669456,8,T8,T41
15110,11669456,8,T9,T41
15111,11669456,8,T10,T41
15112,11669456,8,T5,T42
15113,11669456,8,T6,T42
15114,11669456,8,T7,T42
15115,11669456,8,T8,T42
15116,11669456,8,T9,T42
15117,11669456,8,T10,T42
15118,11669456,8,T13,T43
15119,11669456,8,T14,T43
15120,11669456,8,T15,T43
15121,11669456,8,T16,T43
15122,11669456,8,T17,T44
15123,11669456,8,T19,T44
15124,11669456,8,T20,T44
15125,11669456,8,T21,T44
15126,11669456,11,T22,T45
15127,11669456,11,T22,T46
15128,11669456,11,T1,T24
15129,11669456,11,T1,T25
15130,11669456,11,T2,T28
15131,11669456,11,T2,T29
15132,16823043,5,T11,T24
15133,16823043,5,T2,T17
15134,16823043,5,T3,T19
15135,16823043,5,T4,T19
15136,16823043,5,T5,T20
15137,16823043,5,T9,T23
15138,16823043,5,T10,T23
15139,21838705,8,T2,T14
15140,21838705,8,T3,T14
15141,23087260,5,T10,T28
15142,23087260,5,T13,T29
15143,23087260,5,T15,T29
15144,23087260,5,T3,T21
15145,17567465,0,T16,T21
15146,23550937,8,T7,T13
15147,23550937,8,T2,T9
15148,23550937,8,T2,T10
15149,23550937,5,T3,T10
15150,23550937,5,T3,T9
15151,23550937,8,T4,T11
15152,11489456,4,T15,T31
15153,11489456,1,T16,T31
15154,11489456,1,T17,T31
15155,11489456,4,T20,T32
15156,11489456,4,T21,T32
15157,11489456,4,T22,T33
15158,11489456,4,T2,T33
15159,11489456,1,T18,T32
15160,11489456,1,T19,T32
15161,11489456,1,T18,T33
15162,11489456,1,T19,T33
15163,11489456,4,T3,T25
15164,11489456,4,T4,T26
15165,11489456,4,T5,T26
15166,11489456,1,T7,T25
15167,11489456,1,T7,T26
15168,11489456,1,T8,T27
15169,11489456,1,T9,T27
15170,23416191,8,T3,T10
15171,23416191,8,T1,T5
15172,23416191,8,T1,T6
15173,23416191,7,T1,T7
15174,23643828,5,T3,T27
15175,23643828,7,T8,T31
15176,23643828,0,T8,T29
15177,23643828,6,T1,T12
15178,23643828,6,T2,T13
15179,16014042,11,T14,T40
15180,16014042,11,T15,T40
15181,16014042,11,T7,T21
15182,16014042,11,T7,T39
15183,16014042,11,T7,T18
15184,16014042,11,T8,T21
15185,16014042,11,T8,T39
15186,16014042,11,T8,T18
15187,16014042,11,T9,T32
15188,16014042,11,T9,T33
15189,16014042,11,T10,T32
15190,16014042,11,T10,T33
15191,16014042,11,T11,T34
15192,16014042,11,T11,T35
15193,16014042,11,T11,T36
15194,16014042,11,T11,T37
15195,16014042,11,T11,T38
15196,16014042,11,T12,T16
15197,16014042,11,T13,T16
15198,16014042,11,T12,T17
15199,16014042,11,T13,T17
15200,16014042,11,T1,T19
15201,16014042,11,T1,T20
15202,16014042,11,T3,T23
15203,16014042,11,T3,T22
15204,16014042,11,T5,T26
15205,16014042,11,T6,T26
15206,16014042,11,T5,T24
15207,16014042,11,T6,T24
15208,16014042,11,T5,T25
15209,16014042,11,T6,T25
15210,15236843,4,T1,T14
15211,15236843,4,T2,T14
15212,15236843,9,T5,T13
15213,15236843,9,T6,T13
15214,15236843,5,T3,T14
15215,15236843,5,T4,T14
15216,23583603,1,T14,T27
15217,23583603,0,T14,T28
15218,23583603,6,T10,T18
15219,23583603,6,T10,T19
15220,23583603,0,T13,T23
15221,23583603,0,T13,T25
15222,23583603,8,T1,T16
15223,23583603,9,T2,T16
15224,23583603,0,T4,T17
15225,1983158,8,T7,T24
15226,1983158,8,T8,T24
15227,1983158,8,T9,T24
15228,1983158,8,T10,T24
15229,1983158,8,T11,T25
15230,1983158,8,T12,T25
15231,23117207,9,T1,T8
15232,23117207,9,T1,T9
15233,11398914,8,T1,T40
15234,11398914,8,T6,T39
15235,23160090,6,T5,T9
15236,23160090,6,T5,T10
15237,23160090,6,T5,T11
15238,23160090,6,T5,T12
15239,23160090,6,T5,T13
15240,23160090,6,T5,T14
15241,23160090,8,T6,T17
15242,23160090,8,T6,T18
15243,23160090,8,T6,T19
15244,23160090,8,T6,T20
15245,11103883,1,T16,T38
15246,11103883,4,T21,T42
15247,11103883,4,T22,T42
15248,11103883,4,T2,T31
15249,11103883,4,T2,T32
15250,11103883,4,T3,T31
15251,11103883,4,T3,T32
15252,11103883,4,T4,T31
15253,11103883,4,T4,T32
15254,11103883,4,T5,T31
15255,11103883,4,T5,T32
15256,11103883,4,T6,T31
15257,11103883,4,T6,T32
15258,11103883,4,T14,T33
15259,14504136,4,T25,T59
15260,14504136,4,T26,T60
15261,14504136,4,T27,T60
15262,14504136,4,T29,T62
15263,14504136,8,T32,T63
15264,14504136,8,T33,T63
15265,14504136,8,T34,T63
15266,14504136,8,T35,T63
15267,14504136,1,T3,T40
15268,14504136,1,T5,T42
15269,14504136,1,T8,T45
15270,14504136,1,T9,T46
15271,14504136,4,T12,T47
15272,14504136,4,T13,T47
15273,14504136,4,T14,T48
15274,16855178,8,T23,T36
15275,16855178,6,T7,T30
15276,16855178,6,T7,T31
15277,16855178,6,T7,T32
15278,16855178,6,T20,T35
15279,22634361,1,T14,T18
15280,22634361,4,T7,T19
15281,22634361,8,T11,T20
15282,22634361,8,T13,T21
15283,1322429,6,T1,T20
15284,1322429,6,T14,T33
